,0
512,"Акела промахнулся при попытке взамазаться белым, Теперь он стал всего лишь дохлым тощим волчьим телом, И не его собачье дело, кто отныне вожак Шакал, Шер-Хан или такой же, как он сам, ишак. Один неверный шаг и ты уже фабричный брак, Конфетный фантик в мусорном ведре среди обрывков бумаг, Маг для единиц, шарлатан для миллионов И все смеются над твоей короной из картона. Человеческий детёныш, уйми свой гонор, Пойми, злой доллар, стихами и музоном, не сгонишь с трона Не трать патроны на броню, которой нипочём снаряды, Не надо, если не хочешь превратиться в падаль. Посмертные награды это мечта идиота, Лучше на банкноты обменяй свои слова и ноты. Живёшь среди животных перестань быть человеком И засунь поглубже себе своё эго. В твоём паспорте фотка с потерянной страницы Красной Книги В этих джунглях выживают только менты и барыги Толстая кора деревьев из бетона глушит крики Тех, кто даже в клетке пытается остаться диким"
513,"Я птица высокого полета, прицельного помета Порчу дорогие костюмы богатых идиотов Сезон охоты на меня давно открыт, и хули? До таких высот не долетают никакие пули. А тому, кто у меня на мушке, не удастся скрыться Обосру любого, как пить дать, такая вот я птица! Пусть говорят, что мол таким как я больнее падать Лучше раз выпить свежей крови, чем жрать веками падаль В перекрестие прицела попадают всякие Врагов то у меня как на кипятильнике накипи Подходите дети, каждому дам по конфете Вкуснее нет на свете, правда пахнет как в туалете… Что, не нравится? Не ешьте, заставляю что ли? Чужие точки зрения пусть вам навязывают в школе Нельзя курить траву, пить пиво и ругаться матом! Мне можно абсолютно все летим со мной, ребята! Выше крыш, домов и даже выше белых облаков Лечу и вижу толпы дураков, спешащих кто куда по своим делам... Камнем вниз летит то, что их всех так сильно удивит Нет, это вовсе не метеорит, а что же это?  Хмм... А что же это? Догадайся сам! В семье я был единственным яйцом, когда я был птенцом, Мой папа на юга свалил, забыв, что мне он был отцом Но я держался молодцом и не ударил в грязь лицом  Нормальным вырос пацаном и в люди выбился потом! Кровью и потом добился того, чем обладаю Если ты такой же добро пожаловать в мою стаю! Что, там внизу кто то против? Да. Ну тогда пизда им! Если даже в первый раз промажем позже наверстаем Я не поменяюсь местами ни за какие коврижки С людишками, живущими ради сберкнижки Дипломат под мышку, в руку мышку так всю жизнь, парнишка Это уж слишком! Всех денег не заработать, в чем же фишка? Я б ваш длинный доллар свернул в рулон и на бачок Такой бумажке длинной как раз самое место толчок! Я чокнутый по твоему? По моему наоборот! Зайди быстрее под навес может быть не попадёт Выше крыш, домов и даже выше белых облаков Лечу и вижу толпы дураков, спешащих кто куда по своим делам... Камнем вниз летит то, что их всех так сильно удивит Нет, это вовсе не метеорит, а что же это?  Хмм... А что же это? Догадайся сам! Я занимаюсь музыкой не ради порно в гримерной Чтобы ты там обо мне ни думал, козел позорный Я не кошу под черных не 2pac, я и не Тина Тёрнер А рэпер это не тот, кто говорит  Yo! Come on! запомни! Мой рэп это прикол, и я не считаю зазорным Читая, не делать такую морду, будто скоро пёрну! Ёрничать не перестану все получат поровну! Над твоим городом уже кружу тем самым вороном Над головой твоею вьюсь и своего добьюсь Последствий не боюсь заткнуть мне пасть попробуют пусть! Что не петух, я, и не жирный гусь, как ты, мне в кайф! И, кстати, хватит тут орать, что твой сарай это рай! Эмоции через край. Знаешь ведь, что это значит? Значит что, еще кое чего через край в придачу! Попал под раздачу? Кто не спрятался не виноват! Песня не нравится? Пошел нахуй, дегенерат! Выше крыш, домов и даже выше белых облаков Лечу и вижу толпы дураков, спешащих кто куда по своим делам... Камнем вниз летит то, что их всех так сильно удивит Нет, это вовсе не метеорит, а что же это?  Хмм... А что же это? Догадайся сам!"
514,"Смотри какое классное пустое место, Давай на нём с тобой построим город? Не надо нам цемента и асбеста, Не надо стройку ограждать забором, Я уже чувствую что скоро заскрипят Рессоры КАМАЗов под тяжким грузом Строй материалов, кирпичей, упрёков И блоков будущих кварталов! Будем стены делать потолще, Чтобы стояло дольше, Чтобы друг друга Не услышать было проще... Пусть выше Вавилонской башни станет это здание. Стало заплатой по счетам взаимопонимание. Не важно во сколько денег это обойдётся Контракты неба в районе этом  Даже не монеты и не купюры... У нас эту коньюктуру будут строить Без перекура у нас не поднимешь архитектуры Нужды стрелы опоры нашего крана подъёмного Не сломали эти тонны железобетона... И наплевать что нет фундамента, не беда Нам это, если верить памяти не мешало никогда, Сколько нас помню для платформы. Построим мы всегда! Выбирали реально роли пустые места..."
515,"Меня зовут Александр Сергеевич Пушкин Моя кожа не похожа на начинку ватрушки Смуглое лицо,черных кудрей завитушки Спасибо прадедушке за все эти фишки Не слишком большого умишка обладатели Обзываться обезьяной считали обязательным И даже в лицее злопыхатели нередко Шутили,что мои предки вчера слезли с ветки Мол мой прадед араб ганибал Был Петром, за батл рома, в Амстердаме куплен у менял Кто меня только в чем не обвинял, Но вы сами все в курсе каков был финал Я памятник себе нерукотворный воздвиг Меня признает великим и ученый и ученик Русский язык учить,не читая моих книг Это дорога прямиком в тупик Так откуда берутся грамотее такие, Что думают будто расизм и Россия Это слова однокоренные Знайте Пушкин против таких как вы йоу! На непохожих людей смотришь хмуро Что-то там мямлишь про русскую культуру Так вот тебе от этой культуры ответ Или что типа Пушкин не русский поэт Вижу кто-то в рай тебе удлиняет очередь Все вокруг по трассе прут, а ты на обочине Кто тебе мешает? Иностранные рабочие, Зарубежные студенты и все такие прочие Твоя жизнь без них была бы легким кинцом С классным началом, серединой и концом А ты сам был бы всем танцором танцор Если бы не терлось яйцо об яйцо И ещё вкратце о национальных танцах Русские всегда были дружной нацией Били только тех кто первым лез драться Ксенофобия удел неандертальца Расизм оставим питекантропам и австралопитекам. Всем привет из девятнадцатого века Классно у вас,впечатляет прогресс Лишь одного понять не может Пушкин А С Так откуда берутся грамотеи такие, Что думают будто расизм и Россия Это слова однокоренные Знайте Пушкин против таких как вы йоу! На непохожих людей смотришь хмуро Что-то там мямлишь про русскую культуру Так вот тебе от этой культуры ответ Или что типа Пушкин не русский поэт Так откуда берутся грамотее такие, Что думают будто расизм и Россия Это слова однокоренные Знайте Пушкин против таких как вы йоу! На непохожих людей смотришь хмуро Что-то там мямлишь про русскую культуру Так вот тебе от этой культуры ответ Или что типа Пушкин не русский поэт"
516,"Как же это всё произошло?Ведь немало времени прошло…Я не научился жить один,Потому что у тебя есть пять мужчин: Первый твой мужчина кик-боксёр,А второй был порно-режиссёр.Третий мастер спорта по сумо,А четвёртый ездит на «лимо».Пятый твой мужик бисексуал,С третьим и четвёртым переспал,А второй на плёнку всё снималИ потом кассету мне продал… Вот сижу рукою я вожу,В кадре я тебя не нахожу.На руке моей уже мозольПричиняет страшную боль.Знаю, онанизм меня убьёт,Ни одно лекарство не спасёт,И придётся мне мириться с тем,Что у тебя целый гарем…Первый твой мужчина кик-боксёр,А второй был порно-режиссёр.Третий мастер спорта по сумо,А четвёртый ездит на «лимо».Пятый твой мужик бисексуал,С третьим и четвёртым переспал,А второй на плёнку всё снималИ потом кассету мне продал… Как же это всё произошло?Ведь немало времени прошло…Убирайся, не хуй делать тут,И у тебя на это пять минут! Уходи, если сможешь,С поломанными ногами.Забирай всё, что хочешь,Поломанными руками.Выбитыми зубами плюясь по дороге,Уходи отсюда сука, уноси свои ноги!"
517,"Мне бы не знать, что такое разлука Мне бы не слышать своего сердца стука Час без неё длится пятеро суток А мне бы не думать о ней хоть минуту Хотя бы минуту Всё, что я могу это сейчас писать вот эти строки Доверяя свои мысли белому листу бумаги Что со мною происходит? Все нормально, вроде Только вот её мне не хватает, как в пустыне влаги Так же, как пойманной рыбе не хватает моря Как наркоману, чтобы бросить, не хватает воли Как зимою тепла, её мне не хватает Словно снег, упавший на ладонь, я продолжаю таять Как утопающий, я ртом глотаю жадно воздух Понимая, что поворачивать назад уже поздно И что нет смысла бороться с неизбежным Дымом в окно улетают все мои надежды Сколько раз я говорил, что никому не позволю Запасть мне в душу и наполнить моё сердце болью Но вот теперь, когда пересеклись наши дороги Все, что я могу – это писать вот эти строки Мне бы не знать, что такое разлука Мне бы не слышать своего сердца стука Час без неё длится пятеро суток А мне бы не думать о ней хоть минуту Хотя бы минуту Все, что я могу – это сейчас писать вот эти строки Выжимая из ручки чернил последние соки Царапая бумагу стержнем почти без пасты Меняю бледно-синий цвет на темно-красный Такой же красный, как кровь, бегущая по венам Моей душе слишком тесно, ей мешают стены Сердце из грудной клетки просится наружу А я себя убеждаю, что мне никто не нужен А я себе говорю: Да кто она такая? Что это вдруг на меня нашло, не понимаю Четвертый час утра давно пора ложиться Но мне не до сна мне уже третью ночь подряд не спится За моим окном горят огни большого города Из незакрытого балкона осень дышит холодом Ночь без неё кажется пожизненным тюремным сроком Всё, что я могу – это писать вот эти строки Мне бы не знать, что такое разлука Мне бы не слышать своего сердца стука Час без неё длится пятеро суток А мне бы не думать о ней хоть минуту Хотя бы минуту"
518,"Белый воин битва грядет. Бой, где не будут брать в плен. Это Мумба и группа Коловрат, на одном треке. Бледнолицые кровопийцы притворяются, что у них амнезия, Делая чёрную культуру частью белой индустрии Строя на крови из наших артерий финансовую империю, Присваивая наши достижения в музыкальной сфере! Элвис король рок-н-рола, все позабыли Чака Берри В чёрные корни рок-музыки давно уже никто не верит Мозг мой кипел под черепом, я был в истерике, Когда по телеку показывали вручение премии Грэмми Эминему, Как лучшему репперу Америки То, что с его волосами сделала водорода перекись, Расовая ненависть скоро сделает и с хип-хоп тоже, Я обращаюсь к русскоговорящей чёрной молодёжи, Если мы сплотимся в борьбе с врагом, мы его уничтожим, Но надо начинать уже сейчас и не минутой позже, Скажем «нет!» массовой амнезии белого большинства пора напомнить им о наших правах! Расовая гордость, расовая честь, Мы не можем принять этот мир, как он есть. Расовая совесть, расовая сила, Поклянись никогда не забыть всё, что было! Белые плагиаторы уйдут из жизни как Гитлер и Ева Браун, Орава моих бравых солдат совершит кровавую расправу Над каждым дауном кто впредь возьмёт то, что ему по нраву, но не его по праву И нам не нужна помощь РАО Herr Туман, купите траурное платье вашей Фрау, Амнезия вам не грозит, вы не забудете этот раунд, Даже Мисси и Нигатив будут скандировать «браво», услышав как грамотно Мумба наносит рифмами удары Тем кто против правды. Всё тайное становится явным! И сегодня я озвучил то, о чём все молчали недавно Белая попса делает чёрным андерграунд, превращая изысканные лакомства в приторную отраву! Но скоро мои люди восстанут и вернут корону нашему стану, Во что бы то не стало, И, не смотря на то, что я так мало упоминал Тумана, Судьи протащат меня, как Дуню, до самого финала!"
519,"Помнишь ли ты лето, солнце, радостные лица?  Нам казалось тогда, что все это снится!  Могли добиться всего, чего душе угодно Не было поводов злиться, и мы были свободны!  У нас была наша жизнь – нам этого было мало Сейчас нам надо только чтобы по утрам не ломало Ну а тогда мы обладали всем, чем нужно  За граммы белой смерти не продавали душу  Не срали в уши родителям и друзьям Вернуть бы время назад и оказаться там В том подъезде, где заварились в первый раз Где впервые под ложкой загорелся газ Предотвратить! Порвать тот день, как лист бумаги!  Чтобы не было больше никогда всей этой шняги  Чтобы, как и прежде к победам путь был открыт  Но слишком поздно. В тревожной тишине звучит  Реквием по мечте спасибо наркоте  Мы вроде живы пока, но уже не те  Нам кто-то что-то говорит, но мы уже оглохли  Мы чахнем, мы сохнем, мы скоро сдохнем! Реквием по мечте спасибо наркоте Мы вроде живы пока, но уже не те Нам кто-то что-то говорит, но мы уже оглохли Вспомни осень, первые ломки, нехватка денег  Тогда я начал понимать, что мы уже в системе  Новый день, а это значит – новая доза Я понял, что остались только шипы от розы  Стальной занозой игла засела в мои вены Тёлка на кумарах бьется башкой об стенку  Подобные картины день ото дня все чаще Мы заблудились как будто в непроходимой чаще!  Телефон барыги помню лучше, чем свое имя  Баяны покусали руки жалами своими  Жгут затяну покрепче, как петлю на глотке  Делаю свой зрак узким, изображением нечетким  Выбираю контроль, забываю про боль  В этом фильме я сыграл хуевую роль  Опять отрава собою тело заполняет  И еле слышно в батарее играет  Реквием по мечте спасибо наркоте  Мы вроде живы пока, но уже не те  Нам кто-то что-то говорит, но мы уже оглохли Мы чахнем, мы сохнем, мы скоро сдохнем! Реквием по мечте спасибо наркоте  Мы вроде живы пока, но уже не те  Нам кто-то что-то говорит, но мы уже оглохли В город пришла зима цвета белой тоски  Невидимыми стали сосуды левой руки  Для отступа все пути замело белым  Цвета первого снега, школьного мела  Чистого листа, свежей постели Часы без геры, как недели, а с ней – летели  Обгоняя секунды, не давай форы  Мчались также быстро, как машины скорой  Что увозила одного из нас туда  Куда билетов не взять – не ходят поезда Я слышал, как взрывом бомбы захлопнулась дверь  Войдет любой – но никто не выйдет без потерь!  А что теперь? Да то же, что и было раньше По наклонной только вниз, а ты думал, как же? Саундтреком к нашей жизни стала тема эта Что в воздухе повисла, как вопрос без ответа "
520,"Иду по городу, смотрю по сторонам  Рекламный щит тут, рекламный щит там  О жизненноважных для меня вещах гласит  Каждый рекламный щит, рекламный щит 	Господа и дамы, здесь могла бы быть ваша реклама  Помогут забарыжить даже даром никому не нужным хламом  Пиар папаши и промоушен мамы Любой из их детей красив, даже если он даун  На операционном столе экрана  Пластическая хирургия устранит изъяны  И скальпель Photoshop`а не оставит шрамов  А если вдруг, что, Ctrl+Z отменит травму  Дивный новый мир уже здесь, распахните ставни  От старого он не оставит камня на камне  Механизмы маркетинга работают исправно, плавно  Превращая всё на свете в листок рекламный  Иду по городу, смотрю по сторонам  Рекламный щит тут, рекламный щит там  О жизненноважных для меня вещах гласит  Каждый рекламный щит, рекламный щит...  Люди словно губка, чутко впитывают газетные утки  Принимая жуткий бред на веру, вопреки рассудку  Слова важней поступков, упаковка важней продукта  Под позолоты фантика даже гнилые фрукты  Не портят аппетит и не вредят желудку  А самая тупая шутка смешна под соусом раскрутки  Реклама, проститутка спляшет под любую дудку  И выдаст за уютный особняк собачью будку  Зимой на снег установив цену последней шлюпки судна  Что под водой уже по рубку  И 25-й час легко нарулит в сутках  Если вдруг тебе некогда будет сделать покупку  Иду по городу, смотрю по сторонам  Рекламный щит тут, рекламный щит там  О жизненноважных для меня вещах гласит  Каждый рекламный щит, рекламный щит... "
521,"Мои дневники, отпустите их слезы,Укройте их память от моих сумасшествийПапа и мама, за окном снова осеньВот и кончилось детство… Мама, посмотри на меня,Узнаешь сына?Половину ты знаешь,А вот другая половинаТы говорила: не крадиА я лез в чужой карманГоворила не лгиА я придумывал новый обманМама знаюМоя ошибка главнаяЧто не старался понятьТвоих советов славныхКак ни странноИз-за этогоВсе время ошибался, спотыкаясьПадал, встать пыталсяВ трудную минуты ты всегдаПодавала руку,Я тебе обязан жизнью,Прости что вел себя глупоДелал вид что тебя не слышуНе понимаюСтарался быть взрослееТеперь то знаюКаким на самом делеДураком был твой сынПрости меня, мама,За все прости,За каждый седой волосЗа каждую слезуЯ на колениСтановлюсьПрощения прошу… Мои дневники, отпустите их слезы,Укройте их память от моих сумасшествийПапа и мама, за окном снова осеньВот и кончилось детство… Мама я вырос не темКем ты меня растилаПрости за такие вестиНо если честноВедь так и есть ведьНу разве это профессия?Написание песенМузыкантом быть хотел еслиТак и поступал бы в гнесинкуТы праваСо всем согласенНу а что поделать?Так и не полюбил яГалстуков и рубашек белыхНе совершать мне крупных сделокНе быть банкиромКороче мне не местоСреди сильных сего мираВсе произошло так быстроТы не ожидалаЧто так мало времениОт первого звонкаДо выпускного балаЕще вчера мелом пачкал доскуНу а сегодня вотТы посмотри-ка только, взрослыйЕсть уже мое имяВ списке адресатовПовесток, рассылаемыхместным военкоматомОх уж эти детиТолько их и виделиПять минут и они самиБез пяти минут уже родители Мои дневники, отпустите их слезы,Укройте их память от моих сумасшествийПапа и мама, за окном снова осеньВот и кончилось детство… Отец, настал конец твоим сомнениям,Твой сын не генийИ вряд ли станет имНо я знаюЕго нежеланиеПлыть по течениюИ его стремление быть другимТаким каким хочешь его видеть тыНо учти отец, это будетВсего лишь маскаЕе снимать напрасноНе имеет смыслаСам поразмыслиКак все вернется быстроК тому с чего началиМеня совесть загрызлаЯ знаюВся проблема только в числах, тебе 38Мне 1820 лет это большая разницаОтсюда несуразицаТебе мой рэп смешон,Огромные штаны,Кепка, капюшон, ёу,Еу, и тексты, про что зряПусть будет так, но знайЯ люблю тебя Мои дневники, отпустите их слезы,Укройте их память от моих сумасшествийПапа и мама, за окном снова осеньВот и кончилось детство…"
522,"Рок это кал! Рок это кал! Неформал, ты вату в уши что ли натолкал? Пробовал я слушать ваш тяжелый метал Жуткая параша. Рок-н-ролл это кал! Презираю рок за короткие строки и громкий рык, Когда лохматый фрик уже итак от крика красный как рак Опять орет вдруг. Дурак. Но к этому рад брат, это факт. По року плачет катафалк. Любишь рок? Фу, как так? Nigga, what a fuck? Ты мне больше не друг! Если в моей руки рок CD, Значит я иду строго к мусорному ведру. Слушать рок не тру. Гитарные рифы не прут. Мне похер, Виктор, Джим или Курт. Пускай себе мрут. Всем грунтом или по одному На автостраде, в ванной или под гердосом в пороховом дыму. Место рока не в колонках, а в морге Тоже мне работенка, струны дергать. Да любая обезьяна дрочить может гитару. Вот бубнить в микро реально сложная запара. Рок это кал! Рок это кал! Неформал, ты вату в уши что ли натолкал? Пробовал я слушать ваш тяжелый метал Жуткая параша. Рок-н-ролл это кал! Не перевариваю, когда нарики в угаре Прямо на сцене гитары свои расхуяривают. Как-то это неправильно. Люди старались Дерево полировали, проводки припаивали. Меня расстраивают джинсы, рваные шипы И кожа без зрачков, линзы, пентограммы ... ... А также тонны гримма наложенного От вида мужиков накрашенных меня корежит. Я рокофоб. Если в плей листе не хип-хоп, Мой палец ищет среди кнопок ту, где отмотать и надпись «stop». Штекер наушников сразу покидает гнездо, Из флаера на сейшн западло даже делать свисток. Быть рок-звездой позор и отстой! Где правда улиц, выстрелы, хасл и торговля наркотой. Где флоу и скилз? ЧТо за ... ? Бро, выруби нахер это фуфло, плиз. Рок это кал! Рок это кал! Неформал, ты вату в уши что ли натолкал? Пробовал я слушать ваш тяжелый метал Жуткая параша. Рок-н-ролл это кал! Мил мой человек, гляжу, ты на веселе Сейчас опишу тебе этот ад на земле. В городе Мухосранск в подвале мрачном клуб Хрен еще найдешь среди магазов и халуп. Стены в черепах с радостным оскалом, Охранник в жопу пьяный и реально пахнет калом. Публика отменная: все в черном и бухают В заблеванной одежде зомби отдыхают. Размалеванные тетки страшнее ядерной войны Сшибают потом и поголовно пьяны. Выходит группа, у певца 2 зуба Чего-то не хватает на этой сцене... А, трупа! Играет рэп-метал семилетней давности Что-то там фонит сплошные неисправности. Играют час, играют два, рубятся беспечно На вопрос, сколько будут играть? Отвечают: Вечно. Все это будет в прошлом, в будущем сейчас Пускай хрипит братишки раздолбанный бас И ... остатки убитого ... Врубить что ли металлику? Помолись на Элвиса. Рок это кал! Рок это кал! Неформал, ты вату в уши что ли натолкал? Пробовал я слушать ваш тяжелый метал Жуткая параша. Рок-н-ролл это кал!"
523,"И кто из них прав мне все равно, ведь они оба мне нужны. Я засыпать привык давно под ругань из-за стены. Обрывки серьезных взрослых слов уже не мешают мне видеть сны - Я засыпать привык давно под ругань из-за стены. Мне снова приснится, что я смело набираю высоту, Это так смешно раз я летаю, значит я расту. Город из-за штор в мою комнату впустит темноту. И я покину дом, сквозь потолок уйду. Через квартиры соседей, мимо антенн на крыше нашей девятиэтажки, - Это совсем не трудно и не страшно. Все дома внизу как будто из кубиков сложены, А я, наверное, оттуда кажусь размером с горошину. Машины ездят крошечные, как игрушечные, В любую, кажется, можно пальцев подушечками Вцепиться и покатать ее, куда захочется, прямо как в песочнице. Мой полет не кончится пока я утром не проснусь, на ночь старше став, Пока мама с папой не выяснят, кто из них прав. Они меня не замечают за стеклом оконным, Друг на друга лая,как пара собак бездомных. Спорят на повышенных тонах, снова что-то делят И думают что я мирно сплю в своей постели. А я не здесь я там, где облака и звезды. И не беда, что мне гулять нельзя так поздно. И кто из них прав мне все равно, ведь они оба мне нужны. Я засыпать привык давно под ругань из-за стены. Обрывки серьезных взрослых слов уже не мешают мне видеть сны - Я засыпать привык давно под ругань из-за стены. Мне снова приснится, что я смело набираю высоту, Это так смешно раз я летаю, значит я расту. Город из-за штор в мою комнату впустит темноту. И я покину дом, сквозь потолок уйду. Рассвет надорвет нового дня темную упаковку С того же края как вчера привычным движеньем ловким. К автобусным остановкам потопают фигурки,  С кухни потянет крепким кофе из маминой турки. Это значит летать уже хватит, скоро в садик. Дома меня ждет посадочная полоса кровати. Когда я приземлюсь, они будут уже не вместе - Я стану маленьким орудием большой мести, Умеющим делать больно против собственной воли, Мячом футбольным, летающим над полем. От игрока к игроку, от ворот к воротам, Мама, Папа! Я не хочу таких полетов!  И кто из вас прав мне все равно, вы оба мне нужны. Я засыпать привык давно под ругань из-за стены. Обрывки серьезных взрослых слов уже не мешают мне видеть сны - Я засыпать привык давно под ругань из-за стены. Мне снова приснится, что я смело набираю высоту, Это так смешно раз я летаю, значит я расту. Город из-за штор в мою комнату впустит темноту. И я покину дом, сквозь потолок уйду."
524,"Качественный рэп в России кто-то делать должен  В опрос на засыпку если не мы то кто же? Если не мы то кто же?  Если не мы то кто же?  Если не мы то кто же? Кто же?  Кто, кто, кто, ответьте мне  Сейчас появится на этой сцене  Тот то, тот, кто не горит в огне  Face2Face и Чупак на арене  Глоток кислорода и обращение к народу  Моя Россия я не могу понять твою природу  Деленье на породы вызывает рвоту  И вот тупые уроды дают мне роль громоотвода  Козла отпущения, не по мне это предложение  Последнее предупреждение даю перед наступлением  Россия я возьму тебя штурмом  За то что ты выбрасываешь мои тексты в урну  Поверь мне, мы достойны внимания  А ты лишаешь людей понимания этого  Почему почему-то для других ты открыта  А я как обманутый старик с корытом из той сказки  Ты строишь глазки своим предателям  Они делают все ради денег  Чтобы угодить покупателям  Ты не понимаешь, у них нет стиля  Как ты допускаешь это моя Россия?  Ты всесильна и огромна, я это знаю  Но зачем так поступать с нами не понимаю  Дай уголок своей большой суши  Мы прекратим свое дело если кто-то заткнет уши  Слушай давай пойдем на мировую Твой ответ нет? Не завидую Мы проведем рэп террор  Потом посмотрим в чью пользу  Разрешится спор  Кто, кто, кто, ответьте мне  Сейчас появится на этой сцене  Тот то, тот, кто не горит в огне  Face2Face и Чупак на арене  Я знаю ты не из тех кто действует в слепую  Именно для таких как ты я и рэпую  Строки моих текстов сбивают с ног как пули  Так что если ты сейчас стоишь  То лучше посиди на стуле  Когда мне было двенадцать  Я микрофон впервые взял  Всех кто напрягал, на три буквы послал  И я не переставал делать именно так  Все мудакам всегда показывать свой фак  Когда я начинал все говорили  Посмотрите на лоха то что он делает плохо  Но мне было похуй  Я продолжал делать то что мне нравится  Кого не прет тот знает по какому адресу отправится  Сколько людей уже махнуло на это руками  Сказали занимайтесь вашим хип-хопом сами  Это ни кому тут не нужно, рэп слушать  Здесь никто никогда не будет потому что  В нашей стране не приживется эта культура  Тут образ рэпера не станет ключевой фигурой  Это всего лишь мода игра для больших детей  У нас это прошло и у тебя пройдет поверь  Моя Россия ты говоришь что мы не такие  Подбираем слова, мол нужны другие  Но пока я в зале вижу поднятые руки  Рифмы из динамиков будут лететь как из базуки  Кто, кто, кто, ответьте мне  Сейчас появится на этой сцене  Тот то, тот, кто не горит в огне  Face2Face и Чупак на арене  Тебе не помогут адвокаты моя Россия  Обвинение, подавление рэпа насильно  Вечные преграды, привычки поколения  Кто не с нами тот против, такое мнение  Мои прокуроры дают обвинительный бит  Все в ужасе, адвокат молчит  Подавление культуры это тирания  Как же ты посмела моя Россия?  Внедрение в эту среду своих клиентов  Под галимой крышей в порядке эксперимента  Сдавливая рэп своими подсадными утками  Реальные идеи становятся тупыми шутками  Наклейки, нелепая реклама, напитки, одежда  Счет, перед нами драма. Итак приговор  Оглашаю преступление Попытка подавить реальное движение  Тирания, шпионаж, попытка саботажа  Можно ли такое простить время покажет  Приговор обычный это никому не ново  Подсудимая Россия тебе последнее слово  Кто, кто, кто, ответьте мне  Сейчас появится на этой сцене  Тот то, тот, кто не горит в огне  Face2Face и Чупак на арене"
